asset_id,cohort_start_date,entry_month,vehicle_class,monthly_km,engine_hours_per_month,load_factor,temperature_exposure,prior_repairs,service_delay_days,route_severity,preventive_maintenance_score,duration_months,event
VH-02140,2022-10-28,10,Heavy,4355.2,80.5,0.8295,0.3551,0,1.9,0.414,0.775,23.7649,0
VH-02141,2023-02-25,14,Heavy,1301.0,26.6,0.409,0.2044,0,9.0,0.2935,0.547,61.2425,0
VH-02142,2023-06-25,18,Medium,3924.5,74.4,0.7647,0.2972,1,2.8,0.5357,0.9652,31.9376,0
VH-02143,2023-01-26,13,Heavy,6253.8,113.5,0.8753,0.2321,1,11.0,0.4784,0.7192,36.2143,1
VH-02144,2023-06-25,18,Heavy,3823.1,75.0,0.6106,0.2057,1,3.7,0.5312,0.9287,38.2449,0
VH-02145,2023-01-26,13,Medium,4251.8,122.6,0.7484,0.5844,0,6.4,0.2264,0.5429,43.0735,1
VH-02146,2022-06-30,6,Heavy,6064.5,132.2,0.8181,0.4828,1,4.0,0.5093,0.804,59.5813,0
VH-02147,2022-05-31,5,Light,5693.2,156.3,0.6511,0.5637,1,6.3,0.62,0.9439,23.0699,0
VH-02148,2022-06-30,6,Heavy,6032.6,165.3,0.6031,0.2767,0,7.8,0.224,0.6699,25.0519,0
VH-02149,2022-04-01,3,Heavy,800.0,62.7,0.6602,0.0616,0,15.9,0.7432,0.8229,67.1645,0
VH-02150,2022-05-01,4,Light,7100.3,186.4,0.6445,0.3958,1,8.3,0.0683,0.8537,31.0972,0
VH-02151,2023-06-25,18,Medium,5454.6,156.6,0.5653,0.5414,4,2.5,0.3914,0.6297,41.869,1
VH-02152,2022-01-31,1,Light,8192.2,186.9,0.927,0.4427,0,6.9,0.7759,0.9345,28.631,0
VH-02153,2022-12-27,12,Heavy,3326.5,77.3,0.87,0.1615,0,5.8,0.4373,0.9502,61.4372,0
VH-02154,2023-11-22,23,Heavy,1854.8,45.6,0.8103,0.1944,2,4.0,0.6493,0.6155,32.4149,0
VH-02155,2023-03-27,15,Medium,4510.8,100.2,0.7707,0.3846,0,3.0,0.4711,0.5138,41.5012,1
VH-02156,2023-06-25,18,Heavy,4086.9,93.1,0.5246,0.505,2,7.9,0.5762,0.8295,33.5677,1
VH-02157,2023-04-26,16,Light,5480.5,133.1,0.6256,0.1823,1,1.4,0.7249,0.7443,63.7451,0
VH-02158,2022-08-29,8,Medium,6112.4,128.8,0.3258,0.2264,0,2.2,0.7571,0.5563,35.1061,0
VH-02159,2022-05-31,5,Medium,4369.1,76.4,0.5975,0.6393,0,13.1,0.3905,0.5896,18.3242,0
VH-02160,2023-07-25,19,Light,4138.9,97.4,0.573,0.4054,0,8.8,0.7906,0.7037,32.3423,0
VH-02161,2022-09-28,9,Medium,5284.1,107.0,0.8446,0.3413,1,3.4,0.5524,0.7381,26.2591,0
VH-02162,2022-06-30,6,Medium,4115.5,82.6,0.6696,0.3128,0,4.8,0.2249,0.5269,45.3621,0
VH-02163,2022-05-01,4,Medium,3990.0,86.5,0.8287,0.8072,2,4.1,0.7743,0.6561,21.5844,1
VH-02164,2022-10-28,10,Medium,6055.7,129.0,0.5873,0.7906,0,7.7,0.3588,0.5996,24.8577,0
VH-02165,2022-10-28,10,Heavy,6389.7,158.6,0.7541,0.5319,0,10.8,0.3741,0.7078,35.6166,1
VH-02166,2023-02-25,14,Medium,6125.9,133.6,0.6139,0.7446,1,1.1,0.4397,0.8207,59.8819,1
VH-02167,2022-10-28,10,Heavy,4247.7,111.8,0.7069,0.4272,1,4.2,0.4978,0.556,49.2263,1
VH-02168,2022-01-01,0,Medium,1290.3,31.8,0.7803,0.3567,0,6.7,0.744,0.8175,50.0389,0
VH-02169,2022-09-28,9,Medium,4277.7,93.7,0.9543,0.5439,1,8.3,0.4793,0.6281,23.8843,1
VH-02170,2023-06-25,18,Medium,3363.0,77.1,0.8714,0.4993,3,7.0,0.3475,0.4274,46.3939,1
VH-02171,2023-04-26,16,Medium,4305.4,76.3,0.9075,0.5302,1,1.1,0.6792,0.5334,13.1346,1
VH-02172,2023-05-26,17,Medium,3493.4,82.7,0.745,0.8195,3,2.6,0.5238,0.5422,26.1393,1
VH-02173,2023-10-23,22,Medium,4468.9,112.0,0.8429,0.2288,0,3.6,0.7575,0.8591,37.9002,0
VH-02174,2022-10-28,10,Light,2941.1,80.2,0.587,0.8865,0,9.4,0.4218,0.6302,45.0427,0
VH-02175,2023-01-26,13,Medium,2578.9,37.0,0.865,0.3763,2,4.6,0.8235,0.6955,18.8011,0
VH-02176,2022-05-31,5,Medium,6334.0,118.0,0.7535,0.1533,0,5.2,0.5128,0.9455,18.6074,0
VH-02177,2022-08-29,8,Medium,3045.5,59.6,0.8243,0.1695,0,10.3,0.6966,0.8428,63.7276,0
VH-02178,2023-02-25,14,Heavy,4500.5,120.8,0.7212,0.2635,0,6.5,0.4376,0.7618,64.6364,0
VH-02179,2022-11-27,11,Medium,5931.8,135.1,0.7613,0.2789,0,2.4,0.3959,0.9729,52.7783,0
VH-02180,2023-08-24,20,Heavy,5871.5,118.9,0.6392,0.2875,2,8.2,0.6853,0.9187,28.0492,0
VH-02181,2023-04-26,16,Heavy,5692.3,104.7,0.6497,0.4902,1,17.3,0.5361,0.7904,34.2586,0
VH-02182,2023-11-22,23,Heavy,4954.3,99.8,0.5922,0.4037,2,2.2,0.6924,0.6311,60.7434,0
VH-02183,2022-11-27,11,Heavy,5586.0,112.9,0.7523,0.4933,0,12.8,0.6806,0.3816,0.7743,1
VH-02184,2022-01-01,0,Light,6559.6,159.8,0.7236,0.5555,0,3.8,0.8067,0.4361,7.5764,1
VH-02185,2022-03-02,2,Medium,5137.5,129.4,0.8832,0.6797,3,4.3,0.3808,0.732,27.9492,1
VH-02186,2022-07-30,7,Light,1744.2,23.0,0.4076,0.408,1,4.2,0.7482,0.6098,36.5529,0
VH-02187,2022-01-01,0,Heavy,3707.2,93.7,0.9191,0.6802,0,8.4,0.7077,0.4884,26.6461,1
VH-02188,2022-08-29,8,Medium,5544.6,133.0,0.32,0.3605,2,5.6,0.8782,0.5003,20.3657,0
VH-02189,2023-08-24,20,Medium,3559.4,61.4,0.4026,0.4745,0,2.3,0.6689,0.6938,45.1222,0
VH-02190,2023-08-24,20,Heavy,6930.2,152.7,0.3428,0.7398,0,20.4,0.7349,0.6069,21.3629,1
VH-02191,2023-11-22,23,Light,4405.2,103.0,0.8068,0.4096,0,7.0,0.512,0.6993,35.6684,0
VH-02192,2023-05-26,17,Medium,4627.9,105.3,0.2224,0.366,0,5.4,0.6917,0.7988,30.1344,1
VH-02193,2022-06-30,6,Heavy,6187.1,111.8,0.6142,0.6266,0,7.5,0.4908,0.6409,23.8254,0
VH-02194,2023-09-23,21,Light,4225.7,95.9,0.7961,0.5095,0,1.7,0.3025,0.9867,19.1858,0
VH-02195,2023-01-26,13,Medium,4764.4,115.4,0.8689,0.5197,1,6.7,0.7052,0.7727,37.0387,0
VH-02196,2023-08-24,20,Heavy,5848.7,153.7,0.4897,0.584,0,5.2,0.2099,0.8657,20.0248,0
VH-02197,2023-08-24,20,Light,2291.6,40.9,0.952,0.479,0,1.8,0.7732,0.7646,44.7108,1
VH-02198,2023-01-26,13,Medium,4072.1,82.3,0.6228,0.3828,1,2.3,0.5348,0.7702,58.8253,0
VH-02199,2022-08-29,8,Medium,5743.7,124.5,0.4047,0.1087,0,4.9,0.4784,0.787,26.0768,0
VH-02200,2023-06-25,18,Medium,4598.4,106.6,0.7779,0.25,0,5.9,0.4065,0.7999,55.7116,0
VH-02201,2022-12-27,12,Light,6701.0,150.4,0.8408,0.3278,0,8.4,0.4937,0.6987,2.1826,1
VH-02202,2022-05-31,5,Heavy,2136.1,56.5,0.6457,0.389,0,1.1,0.1871,0.8733,24.7551,0
VH-02203,2023-01-26,13,Heavy,1965.0,26.8,0.5429,0.6109,0,4.5,0.2288,0.2766,44.7107,1
VH-02204,2022-08-29,8,Light,5654.5,131.6,0.727,0.8768,0,4.5,0.6988,0.64,10.4267,1
VH-02205,2022-01-31,1,Medium,5798.7,117.7,0.9124,0.636,0,3.5,0.5668,0.5899,27.1772,1
VH-02206,2022-03-02,2,Medium,4210.1,91.4,0.7246,0.5321,1,3.2,0.6805,0.4925,29.7464,1
VH-02207,2023-07-25,19,Heavy,5100.6,139.0,0.7603,0.4596,0,10.1,0.4331,0.9357,42.2594,1
VH-02208,2023-04-26,16,Medium,5617.8,103.9,0.8525,0.5125,0,2.0,0.8026,0.8809,52.8513,1
VH-02209,2023-03-27,15,Light,3279.2,68.7,0.7907,0.1374,1,4.7,0.2655,0.3333,60.9586,0
VH-02210,2023-01-26,13,Light,3439.7,57.3,0.699,0.6302,1,12.9,0.556,0.7121,63.0483,0
VH-02211,2022-05-01,4,Heavy,4784.6,108.6,0.7767,0.6604,1,2.5,0.3664,0.7361,67.0071,1
VH-02212,2023-10-23,22,Medium,5856.1,145.9,0.6793,0.189,0,5.9,0.7267,0.7469,20.1303,1
VH-02213,2022-12-27,12,Heavy,2751.1,63.7,0.8555,0.5675,0,7.3,0.549,0.9267,45.566,0
VH-02214,2022-11-27,11,Medium,4203.1,91.7,0.7751,0.2099,0,8.0,0.5445,0.4521,34.6571,1
VH-02215,2023-10-23,22,Heavy,4133.6,111.8,0.5687,0.3243,0,2.5,0.3951,0.9237,28.9816,0
VH-02216,2023-02-25,14,Light,5126.9,118.9,0.7229,0.5699,1,1.8,0.6135,0.55,26.0989,1
VH-02217,2023-09-23,21,Light,4487.0,112.0,0.9,0.401,0,9.6,0.443,0.6281,27.8284,0
VH-02218,2023-01-26,13,Heavy,3681.2,92.5,0.5893,0.3815,0,4.5,0.496,0.6357,36.836,1
VH-02219,2022-06-30,6,Heavy,6372.8,98.5,0.9205,0.4755,1,9.2,0.7073,0.8967,26.9358,1
VH-02220,2022-04-01,3,Medium,3691.1,80.9,0.7241,0.7005,1,18.8,0.6069,0.7443,13.8232,1
VH-02221,2023-10-23,22,Medium,4061.9,74.1,0.794,0.3489,0,3.4,0.246,0.6693,22.2029,0
VH-02222,2022-03-02,2,Medium,2112.8,34.5,0.79,0.3967,1,12.4,0.391,0.6116,67.5384,0
VH-02223,2023-03-27,15,Medium,3429.6,98.3,0.8775,0.8393,0,4.2,0.5611,0.7164,23.603,0
VH-02224,2023-02-25,14,Light,5274.1,111.6,0.7913,0.4747,0,1.8,0.806,0.8313,18.0082,0
VH-02225,2023-04-26,16,Heavy,4980.9,139.1,0.8413,0.3635,1,3.5,0.3735,0.9134,45.0598,0
VH-02226,2022-04-01,3,Medium,5399.3,98.9,0.6768,0.0976,1,12.1,0.7955,0.8206,42.56,0
VH-02227,2023-05-26,17,Heavy,5326.5,102.1,0.7291,0.777,2,11.6,0.6608,0.8207,38.2183,1
VH-02228,2022-05-31,5,Light,7631.6,181.0,0.6273,0.7868,1,5.9,0.5886,0.3264,9.1463,1
VH-02229,2023-07-25,19,Light,3378.2,70.0,0.8075,0.4356,0,7.1,0.114,0.7652,54.2653,0
VH-02230,2022-01-31,1,Medium,2070.9,50.6,0.8776,0.464,1,4.4,0.6276,0.5638,38.4584,1
VH-02231,2023-02-25,14,Medium,2924.2,63.3,0.6143,0.7686,0,15.7,0.5315,0.8991,37.4265,1
VH-02232,2023-05-26,17,Medium,3444.5,74.4,0.4113,0.2049,1,4.6,0.5597,0.6444,54.7527,0
VH-02233,2022-04-01,3,Light,3038.5,63.0,0.7528,0.2782,0,8.8,0.737,0.7729,47.3579,0
VH-02234,2023-02-25,14,Heavy,4640.5,105.8,0.8892,0.459,1,3.2,0.4788,0.694,31.3892,1
VH-02235,2022-08-29,8,Heavy,6379.0,151.4,0.9495,0.5715,0,5.4,0.6251,0.9499,17.6925,1
VH-02236,2023-10-23,22,Heavy,6809.5,175.5,0.639,0.9855,3,0.4,0.6565,0.7062,8.5652,1
VH-02237,2022-12-27,12,Light,5256.5,113.8,0.8616,0.1333,1,4.2,0.3381,0.5605,50.9367,0
VH-02238,2022-11-27,11,Medium,7711.9,165.5,0.7088,0.2594,2,6.7,0.448,0.4932,11.3167,1
VH-02239,2022-03-02,2,Medium,3965.4,80.3,0.7619,0.6342,0,7.8,0.7678,0.7693,11.9882,1
VH-02240,2022-05-01,4,Medium,2051.2,67.6,0.4964,0.5628,0,8.8,0.6954,0.5414,17.1478,1
VH-02241,2023-04-26,16,Medium,6079.8,145.5,0.6173,0.2761,1,6.3,0.5719,0.5874,23.2288,0
VH-02242,2022-03-02,2,Light,1742.1,20.0,0.593,0.3208,1,6.9,0.4004,0.7571,64.2571,0
VH-02243,2022-11-27,11,Medium,3367.5,45.7,0.6003,0.4783,0,5.6,0.6325,0.4707,39.7703,1
VH-02244,2023-07-25,19,Medium,5280.2,104.9,0.3858,0.2883,2,10.3,0.6508,0.9313,43.3132,0
VH-02245,2022-10-28,10,Medium,4346.4,100.0,0.8161,0.5181,1,6.3,0.4452,0.6592,34.232,1
VH-02246,2023-01-26,13,Light,4213.6,93.1,0.8301,0.4991,0,9.5,0.3719,0.2354,12.116,1
VH-02247,2023-10-23,22,Medium,2728.8,68.4,0.8977,0.6294,0,2.1,0.7705,0.7292,31.5657,1
VH-02248,2023-01-26,13,Medium,4483.8,97.0,0.8473,0.5039,0,7.1,0.8337,0.4747,28.1279,1
VH-02249,2022-01-01,0,Medium,6005.5,154.4,0.5654,0.4879,0,4.6,0.2868,0.939,46.1889,0
VH-02250,2023-04-26,16,Medium,4530.0,112.2,0.7549,0.843,2,0.9,0.4788,0.5817,19.6241,1
VH-02251,2022-04-01,3,Medium,3254.7,73.5,0.6014,0.2234,0,1.3,0.1124,0.5572,53.0569,1
VH-02252,2022-06-30,6,Heavy,2628.7,75.6,0.9112,0.2696,0,1.7,0.5368,0.6527,21.7947,1
VH-02253,2023-06-25,18,Medium,3285.6,48.3,0.9198,0.7882,1,4.6,0.4526,0.7824,28.8103,1
VH-02254,2023-11-22,23,Medium,5088.5,111.8,0.5,0.4388,1,3.4,0.6764,0.5115,29.6331,1
VH-02255,2023-08-24,20,Heavy,5015.4,113.5,0.5041,0.1005,1,8.5,0.4776,0.7699,31.774,0
VH-02256,2022-04-01,3,Medium,3299.2,82.3,0.6853,0.326,1,10.1,0.2975,0.7783,68.1162,0
VH-02257,2022-05-01,4,Heavy,1183.9,20.0,0.9183,0.5584,2,5.9,0.5094,0.6705,25.4408,0
VH-02258,2023-01-26,13,Heavy,5130.0,110.1,0.8114,0.6271,1,12.0,0.5393,0.6412,13.3647,1
VH-02259,2022-12-27,12,Light,3153.4,76.1,0.8822,0.5164,3,3.5,0.3799,0.5506,18.7762,1
VH-02260,2022-05-01,4,Medium,5533.6,130.1,0.6958,0.6228,1,6.6,0.8598,0.6083,33.9603,1
VH-02261,2022-05-01,4,Medium,3365.8,92.6,0.6105,0.1278,2,3.2,0.8347,0.9629,34.5841,0
VH-02262,2022-11-27,11,Heavy,3018.1,78.5,0.8282,0.5287,0,7.1,0.5961,0.6667,38.2027,1
VH-02263,2022-01-31,1,Medium,4729.8,104.2,0.6777,0.2596,0,8.8,0.449,0.949,63.6271,0
VH-02264,2023-11-22,23,Light,8036.5,188.7,0.4152,0.4618,0,9.8,0.3832,0.5961,46.409,1
VH-02265,2022-06-30,6,Medium,5623.5,121.9,0.8231,0.0975,1,5.4,0.2641,0.5506,32.7688,0
VH-02266,2023-05-26,17,Light,4704.3,106.7,0.4884,0.3051,2,2.9,0.5688,0.7813,33.8394,0
VH-02267,2023-02-25,14,Heavy,5038.3,123.9,0.7946,0.3983,0,5.0,0.545,0.9717,19.1918,0
VH-02268,2022-03-02,2,Medium,1873.3,40.9,0.3886,0.0899,1,6.4,0.4684,0.4666,25.9339,0
VH-02269,2023-11-22,23,Heavy,2816.5,68.0,0.8171,0.167,0,3.4,0.313,0.8699,61.7152,0
VH-02270,2022-01-31,1,Heavy,800.0,32.2,0.9152,0.5275,0,9.6,0.4777,0.9303,29.1317,0
VH-02271,2023-04-26,16,Medium,7094.8,168.3,0.6664,0.4888,0,2.5,0.5929,0.7754,18.9034,0
VH-02272,2022-03-02,2,Medium,6791.1,169.4,0.6173,0.5575,3,9.6,0.8672,0.8462,32.1136,1
VH-02273,2022-07-30,7,Heavy,5089.2,148.0,0.7438,0.5672,0,3.8,0.469,0.6948,36.5018,1
VH-02274,2022-12-27,12,Heavy,4702.7,115.0,0.6542,0.5407,0,2.2,0.5536,0.448,44.6904,1
VH-02275,2022-07-30,7,Heavy,2172.6,41.4,0.784,0.379,2,1.6,0.5584,0.79,67.449,0
VH-02276,2023-03-27,15,Light,4171.1,100.4,0.9487,0.6367,0,6.7,0.5373,0.8482,28.3442,0
VH-02277,2022-03-02,2,Medium,7188.6,166.8,0.7092,0.301,0,2.5,0.7485,0.7582,28.697,1
VH-02278,2023-01-26,13,Light,4697.1,113.6,0.3946,0.2109,0,5.0,0.2154,0.3434,32.985,0
VH-02279,2022-08-29,8,Heavy,3653.0,103.6,0.7497,0.2811,0,3.7,0.8808,0.8429,45.7215,1
VH-02280,2022-09-28,9,Medium,1862.9,20.0,0.4971,0.3493,1,4.5,0.2211,0.532,46.3284,0
VH-02281,2022-06-30,6,Medium,6570.5,168.7,0.5691,0.415,3,1.9,0.4254,0.7165,60.3869,0
VH-02282,2023-04-26,16,Light,4394.9,125.4,0.6286,0.4965,0,14.9,0.4662,0.9603,27.2901,0
VH-02283,2023-06-25,18,Medium,1864.9,50.0,0.9244,0.649,1,6.5,0.46,0.7817,47.6275,1
VH-02284,2023-11-22,23,Heavy,3113.6,78.1,0.7516,0.3947,0,3.3,0.9177,0.8206,20.2396,0
VH-02285,2022-09-28,9,Light,2583.7,53.8,0.7763,0.6299,0,2.8,0.669,0.6385,39.3171,1
VH-02286,2023-06-25,18,Light,4302.4,95.7,0.8472,0.3784,0,8.3,0.6418,0.4798,54.993,0
VH-02287,2022-09-28,9,Heavy,4811.0,117.4,0.6416,0.1007,0,8.8,0.7142,0.5314,37.9628,1
VH-02288,2023-03-27,15,Heavy,3745.2,92.7,0.6683,0.4448,0,1.9,0.2503,0.9459,28.5581,0
VH-02289,2023-08-24,20,Light,5665.6,136.7,0.4695,0.3976,1,2.5,0.5112,0.7601,40.0675,0
VH-02290,2023-09-23,21,Medium,4618.2,112.0,0.7673,0.5718,2,16.8,0.4119,0.548,39.9378,0
VH-02291,2022-09-28,9,Heavy,6093.5,148.9,0.8245,0.6886,2,3.2,0.3118,0.9557,37.6345,1
VH-02292,2022-05-01,4,Heavy,3964.2,99.9,0.4596,0.5973,0,4.6,0.649,0.696,22.0805,0
VH-02293,2023-01-26,13,Medium,9000.0,184.6,0.8049,0.1854,1,3.5,0.443,0.6291,60.0692,0
VH-02294,2022-05-31,5,Medium,3653.3,93.7,0.6359,0.4463,1,5.4,0.5998,0.2522,24.8022,0
VH-02295,2023-03-27,15,Medium,3145.0,97.8,0.4848,0.6608,0,1.8,0.4131,0.6536,68.8866,0
VH-02296,2023-09-23,21,Light,2960.5,65.4,0.7156,0.4607,1,11.4,0.545,0.7787,58.1377,0
VH-02297,2023-11-22,23,Heavy,4183.6,115.5,0.735,0.5201,3,4.5,0.9482,0.9073,6.3486,1
VH-02298,2023-06-25,18,Light,1920.7,28.9,0.7214,0.7333,0,1.3,0.4322,0.8782,24.6295,0
VH-02299,2023-11-22,23,Light,4941.8,109.4,0.9311,0.5432,0,4.8,0.3769,0.3945,3.6109,1
VH-02300,2022-12-27,12,Heavy,1642.0,26.9,0.5091,0.527,1,8.3,0.3157,0.4038,23.5318,1
VH-02301,2022-06-30,6,Heavy,4742.5,126.1,0.4581,0.4138,0,2.4,0.6488,0.8142,51.6199,0
VH-02302,2023-08-24,20,Heavy,2473.1,79.6,0.5465,0.4643,0,7.5,0.6271,0.7417,62.1291,0
VH-02303,2023-09-23,21,Medium,3928.1,85.8,0.8839,0.4678,0,10.8,0.7952,0.8226,24.7675,1
VH-02304,2022-12-27,12,Medium,5406.8,137.7,0.9456,0.5107,0,2.3,0.47,0.8334,30.3465,1
VH-02305,2023-11-22,23,Medium,7956.1,201.6,0.3813,0.3767,0,3.0,0.1948,0.7864,44.5592,0
VH-02306,2023-07-25,19,Medium,2883.0,63.6,0.856,0.3105,0,3.6,0.5079,0.8101,24.0976,0
VH-02307,2023-04-26,16,Medium,4274.5,96.9,0.6527,0.2292,2,15.1,0.3313,0.9556,24.5946,0
VH-02308,2023-06-25,18,Medium,3414.4,86.9,0.4845,0.4583,0,7.6,0.7014,0.6719,71.3126,0
VH-02309,2023-10-23,22,Medium,3195.2,58.4,0.9371,0.2234,2,3.8,0.4955,0.8287,28.8181,1
VH-02310,2023-09-23,21,Heavy,3427.5,77.8,0.8203,0.2583,1,7.7,0.8349,0.7791,40.392,1
VH-02311,2022-06-30,6,Heavy,5736.1,159.6,0.8535,0.5081,1,6.1,0.2164,0.8533,46.603,0
VH-02312,2023-04-26,16,Light,3767.9,76.2,0.8254,0.6635,2,2.1,0.6602,0.4856,24.2886,0
VH-02313,2023-01-26,13,Medium,7874.0,187.8,0.904,0.1788,2,11.2,0.8237,0.7414,31.5784,1
VH-02314,2023-06-25,18,Light,5124.0,121.7,0.5609,0.4019,0,9.4,0.4178,0.9626,44.446,0
VH-02315,2022-04-01,3,Medium,2985.0,63.9,0.7538,0.0525,0,7.0,0.6717,0.7867,46.3095,0
VH-02316,2023-11-22,23,Medium,3949.9,91.1,0.5495,0.1956,0,2.9,0.8705,0.8587,40.8029,1
VH-02317,2022-04-01,3,Light,3297.2,99.6,0.5895,0.1731,1,13.1,0.6842,0.9482,44.2184,0
VH-02318,2023-01-26,13,Heavy,5700.1,135.0,0.6949,0.5746,1,8.3,0.7806,0.9025,45.0202,1
VH-02319,2022-01-31,1,Medium,2041.8,56.0,0.585,0.2092,0,13.0,0.5795,0.6656,35.9223,1
VH-02320,2022-08-29,8,Heavy,2488.6,79.3,0.5968,0.2312,0,4.4,0.6296,0.6762,19.1098,0
VH-02321,2023-09-23,21,Light,3612.7,75.9,0.2962,0.4288,0,25.7,0.0179,0.7492,28.6703,0
VH-02322,2023-11-22,23,Light,5524.4,107.1,0.3935,0.1079,0,5.2,0.4056,0.7647,38.2192,0
VH-02323,2022-12-27,12,Medium,6349.6,167.6,0.4968,0.6044,0,5.6,0.8444,0.8178,62.2141,1
VH-02324,2022-10-28,10,Light,6570.8,148.1,0.3424,0.6392,0,18.9,0.5357,0.5637,61.0624,1
VH-02325,2022-12-27,12,Medium,5294.7,131.1,0.4724,0.435,0,19.7,0.8009,0.6969,65.6667,0
VH-02326,2023-07-25,19,Heavy,4375.7,85.8,0.777,0.7641,0,9.6,0.2989,0.9855,18.9683,0
VH-02327,2023-04-26,16,Light,5691.9,132.3,0.8837,0.0317,0,4.9,0.6197,0.5471,18.4437,1
VH-02328,2023-03-27,15,Light,2783.2,45.4,0.8683,0.5868,1,8.8,0.5414,0.672,45.328,0
VH-02329,2023-09-23,21,Medium,1733.0,39.5,0.7157,0.3499,0,4.5,0.3073,0.6418,36.8249,0
VH-02330,2023-10-23,22,Medium,5155.0,104.8,0.5461,0.5084,0,2.6,0.6934,0.6402,62.5908,0
VH-02331,2022-12-27,12,Medium,2991.5,53.3,0.8192,0.2338,0,5.3,0.3845,0.8169,30.2164,0
VH-02332,2022-06-30,6,Medium,4402.0,93.3,0.6986,0.1558,1,11.1,0.3334,0.6579,62.323,0
VH-02333,2022-04-01,3,Heavy,4679.4,69.6,0.898,0.6848,0,6.3,0.1306,0.7905,31.8514,0
VH-02334,2022-01-01,0,Light,4872.2,90.9,0.5821,0.64,1,1.4,0.1737,0.806,56.8614,0
VH-02335,2023-09-23,21,Medium,5906.7,143.0,0.689,0.5267,0,7.2,0.714,0.698,19.8501,1
VH-02336,2022-09-28,9,Medium,5748.1,133.0,0.7777,0.4553,2,0.8,0.4991,0.5013,16.394,1
VH-02337,2022-12-27,12,Heavy,4792.5,90.4,0.7714,0.8026,0,8.4,0.5198,0.2591,13.7434,1
VH-02338,2022-09-28,9,Medium,3837.0,93.5,0.8792,0.7409,0,3.0,0.4909,0.7539,28.7729,0
VH-02339,2023-09-23,21,Medium,4661.6,90.4,0.7401,0.2681,0,10.5,0.3567,0.4989,36.7284,0
VH-02340,2022-05-01,4,Light,3605.7,91.0,0.7504,0.5121,1,7.0,0.8724,0.6052,11.1284,1
VH-02341,2023-09-23,21,Light,4205.4,91.7,0.5152,0.6326,0,13.7,0.3309,0.6404,46.3185,0
VH-02342,2022-10-28,10,Light,8427.3,182.4,0.861,0.2856,0,3.3,0.3788,0.8835,19.6825,1
VH-02343,2022-09-28,9,Heavy,4773.3,104.7,0.6241,0.614,0,4.6,0.393,0.7032,36.754,1
VH-02344,2022-12-27,12,Medium,5175.4,153.4,0.9323,0.4675,2,0.9,0.6205,0.8977,23.0091,1
VH-02345,2023-04-26,16,Heavy,3441.8,65.1,0.7768,0.6208,1,7.1,0.3207,0.7532,53.8388,1
VH-02346,2023-10-23,22,Light,6030.1,137.4,0.5909,0.4733,2,5.5,0.2054,0.9661,53.6677,0
VH-02347,2022-09-28,9,Heavy,5640.4,137.1,0.4048,0.256,1,0.5,0.8207,0.6921,26.7516,1
VH-02348,2023-05-26,17,Heavy,5651.0,111.1,0.7788,0.3769,0,5.9,0.5843,0.593,21.934,1
VH-02349,2022-05-01,4,Light,4822.3,83.2,0.7791,0.3443,1,2.1,0.4014,0.945,27.9423,1
VH-02350,2023-09-23,21,Light,6051.3,125.5,0.8326,0.7722,0,4.9,0.2181,0.5918,17.7633,1
VH-02351,2023-03-27,15,Light,6407.5,153.8,0.6963,0.1406,1,16.6,0.2698,0.9645,26.0762,0
VH-02352,2022-10-28,10,Heavy,4924.6,104.3,0.9626,0.1811,2,7.1,0.5001,0.5688,29.6851,1
VH-02353,2023-06-25,18,Light,4328.1,92.7,0.8749,0.3957,1,4.9,0.3635,0.7212,34.1778,1
VH-02354,2022-11-27,11,Medium,5841.9,143.5,0.9398,0.1507,1,2.1,0.5862,0.8121,43.457,1
VH-02355,2023-01-26,13,Medium,3143.8,57.8,0.6301,0.6548,1,3.9,0.6103,0.7203,54.8078,0
VH-02356,2023-09-23,21,Heavy,3423.1,74.7,0.8082,0.3433,0,5.5,0.5558,0.7665,21.5485,1
VH-02357,2023-08-24,20,Medium,4420.0,75.5,0.7155,0.4414,0,4.1,0.3587,0.9556,67.3223,0
VH-02358,2023-05-26,17,Medium,1888.0,46.8,0.5575,0.2025,1,3.4,0.5696,0.6579,31.3889,0
VH-02359,2023-06-25,18,Heavy,5741.4,131.0,0.5315,0.4717,1,11.6,0.3732,0.523,23.223,0
VH-02360,2023-06-25,18,Light,3055.6,79.8,0.5585,0.5695,0,5.0,0.388,0.8729,60.3066,0
VH-02361,2023-02-25,14,Heavy,3792.8,67.1,0.8235,0.4771,1,5.1,0.3388,0.9267,62.0174,0
VH-02362,2022-11-27,11,Light,4180.1,90.0,0.5446,0.2838,1,11.0,0.3132,0.661,56.2227,0
VH-02363,2023-07-25,19,Medium,4558.9,82.1,0.6149,0.0721,1,3.4,0.657,0.5703,53.4534,0
VH-02364,2023-08-24,20,Heavy,3984.5,84.9,0.843,0.4608,0,6.6,0.5051,0.6576,39.0636,0
VH-02365,2022-12-27,12,Medium,4398.9,120.0,0.9301,0.5011,2,6.9,0.632,0.3553,16.037,1
VH-02366,2022-07-30,7,Medium,4410.6,93.2,0.3988,0.2343,1,6.8,0.861,0.7113,19.7196,0
VH-02367,2022-05-01,4,Medium,3829.5,64.6,0.8642,0.1319,0,6.7,0.5244,0.6226,19.604,0
VH-02368,2022-11-27,11,Medium,3340.2,64.0,0.7716,0.2006,2,6.4,0.6365,0.7925,38.64,1
